,argument,ph,lof,svm
0,"('tomato', 17)",0.9956790123456791,0.9880246913580246,0.9611111111111111
1,"('tomato', 20)",0.9954938271604938,0.9880246913580246,0.9611111111111111
2,"('tomato', 21)",0.9954938271604938,0.9880246913580246,0.9611111111111111
3,"('tomato', 22)",0.9954938271604938,0.9880246913580246,0.9611111111111111
4,"('tomato', 23)",0.9954938271604938,0.9880246913580246,0.9611111111111111
5,"('tomato', 24)",0.9954938271604938,0.9880246913580246,0.9611111111111111
6,"('tomato', 25)",0.9954938271604938,0.9880246913580246,0.9611111111111111
7,"('tomato', 26)",0.9954938271604938,0.9880246913580246,0.9611111111111111
8,"('tomato', 27)",0.9954938271604938,0.9880246913580246,0.9611111111111111
9,"('tomato', 28)",0.9954938271604938,0.9880246913580246,0.9611111111111111
10,"('tomato', 29)",0.9954938271604938,0.9880246913580246,0.9611111111111111
11,"('tomato', 30)",0.9954938271604938,0.9880246913580246,0.9611111111111111
12,"('tomato', 31)",0.9954938271604938,0.9880246913580246,0.9611111111111111
13,"('tomato', 32)",0.9954938271604938,0.9880246913580246,0.9611111111111111
14,"('tomato', 33)",0.9954938271604938,0.9880246913580246,0.9611111111111111
15,"('tomato', 34)",0.9954938271604938,0.9880246913580246,0.9611111111111111
16,"('tomato', 35)",0.9954938271604938,0.9880246913580246,0.9611111111111111
17,"('tomato', 36)",0.9954938271604938,0.9880246913580246,0.9611111111111111
18,"('tomato', 37)",0.9954938271604938,0.9880246913580246,0.9611111111111111
19,"('tomato', 38)",0.9954938271604938,0.9880246913580246,0.9611111111111111
20,"('tomato', 19)",0.9949382716049382,0.9880246913580246,0.9611111111111111
21,"('tomato', 13)",0.994753086419753,0.9880246913580246,0.9611111111111111
22,"('tomato', 12)",0.9939506172839507,0.9880246913580246,0.9611111111111111
23,"('tomato', 18)",0.9937037037037036,0.9880246913580246,0.9611111111111111
24,"('tomato', 16)",0.992962962962963,0.9880246913580246,0.9611111111111111
25,"('tomato', 15)",0.9928395061728396,0.9880246913580246,0.9611111111111111
26,"('tomato', 14)",0.9912345679012347,0.9880246913580246,0.9611111111111111
27,"('tomato', 9)",0.9907407407407407,0.9880246913580246,0.9611111111111111
28,"('tomato', 8)",0.9888888888888889,0.9880246913580246,0.9611111111111111
29,"('tomato', 10)",0.9875308641975309,0.9880246913580246,0.9611111111111111
30,"('tomato', 11)",0.9859259259259259,0.9880246913580246,0.9611111111111111
