,argument,ph,lof,svm
0,"('kmeans', 20)",0.9980246913580247,0.9880246913580246,0.9611111111111111
1,"('kmeans', 36)",0.9978395061728395,0.9880246913580246,0.9611111111111111
2,"('kmeans', 38)",0.9974691358024691,0.9880246913580246,0.9611111111111111
3,"('kmeans', 37)",0.9973456790123457,0.9880246913580246,0.9611111111111111
4,"('kmeans', 26)",0.9972839506172839,0.9880246913580246,0.9611111111111111
5,"('kmeans', 25)",0.9967283950617285,0.9880246913580246,0.9611111111111111
6,"('kmeans', 30)",0.9966666666666666,0.9880246913580246,0.9611111111111111
7,"('kmeans', 34)",0.9966049382716051,0.9880246913580246,0.9611111111111111
8,"('kmeans', 33)",0.9965432098765432,0.9880246913580246,0.9611111111111111
9,"('kmeans', 29)",0.996358024691358,0.9880246913580246,0.9611111111111111
10,"('kmeans', 35)",0.9962345679012345,0.9880246913580246,0.9611111111111111
11,"('kmeans', 31)",0.9960493827160495,0.9880246913580246,0.9611111111111111
12,"('kmeans', 32)",0.995432098765432,0.9880246913580246,0.9611111111111111
13,"('kmeans', 27)",0.9951851851851853,0.9880246913580246,0.9611111111111111
14,"('kmeans', 23)",0.9946913580246913,0.9880246913580246,0.9611111111111111
15,"('kmeans', 28)",0.994567901234568,0.9880246913580246,0.9611111111111111
16,"('kmeans', 11)",0.9942592592592593,0.9880246913580246,0.9611111111111111
17,"('kmeans', 13)",0.9930246913580247,0.9880246913580246,0.9611111111111111
18,"('kmeans', 12)",0.992962962962963,0.9880246913580246,0.9611111111111111
19,"('kmeans', 24)",0.9923456790123456,0.9880246913580246,0.9611111111111111
20,"('kmeans', 15)",0.9920987654320989,0.9880246913580246,0.9611111111111111
21,"('kmeans', 19)",0.9900000000000001,0.9880246913580246,0.9611111111111111
22,"('kmeans', 18)",0.9894444444444446,0.9880246913580246,0.9611111111111111
23,"('kmeans', 21)",0.9893827160493828,0.9880246913580246,0.9611111111111111
24,"('kmeans', 22)",0.9870987654320987,0.9880246913580246,0.9611111111111111
25,"('kmeans', 14)",0.9866666666666667,0.9880246913580246,0.9611111111111111
26,"('kmeans', 17)",0.9850000000000001,0.9880246913580246,0.9611111111111111
27,"('kmeans', 10)",0.9786419753086419,0.9880246913580246,0.9611111111111111
28,"('kmeans', 9)",0.9745679012345679,0.9880246913580246,0.9611111111111111
29,"('kmeans', 8)",0.9744444444444444,0.9880246913580246,0.9611111111111111
30,"('kmeans', 16)",0.9687654320987653,0.9880246913580246,0.9611111111111111
