,argument,ph,lof,svm
0,"('tomato', 25)",0.978311111111111,0.9777777777777777,1.0
1,"('tomato', 24)",0.9775999999999999,0.9777777777777777,1.0
2,"('tomato', 21)",0.975111111111111,0.9777777777777777,1.0
3,"('tomato', 23)",0.9744,0.9777777777777777,1.0
4,"('tomato', 22)",0.9743999999999999,0.9777777777777777,1.0
5,"('tomato', 15)",0.9720888888888889,0.9777777777777777,1.0
6,"('tomato', 32)",0.9674666666666667,0.9777777777777777,1.0
7,"('tomato', 19)",0.9661333333333334,0.9777777777777777,1.0
8,"('tomato', 26)",0.9660444444444444,0.9777777777777777,1.0
9,"('tomato', 28)",0.9656888888888888,0.9777777777777777,1.0
10,"('tomato', 37)",0.9649777777777776,0.9777777777777777,1.0
11,"('tomato', 33)",0.9648,0.9777777777777777,1.0
12,"('tomato', 34)",0.9647999999999999,0.9777777777777777,1.0
13,"('tomato', 35)",0.9647999999999999,0.9777777777777777,1.0
14,"('tomato', 30)",0.9643555555555556,0.9777777777777777,1.0
15,"('tomato', 31)",0.9643555555555556,0.9777777777777777,1.0
16,"('tomato', 27)",0.9642666666666666,0.9777777777777777,1.0
17,"('tomato', 36)",0.9640888888888888,0.9777777777777777,1.0
18,"('tomato', 29)",0.9636444444444445,0.9777777777777777,1.0
19,"('tomato', 18)",0.9612444444444445,0.9777777777777777,1.0
20,"('tomato', 38)",0.9555555555555555,0.9777777777777777,1.0
21,"('tomato', 14)",0.9544,0.9777777777777777,1.0
22,"('tomato', 16)",0.9410666666666667,0.9777777777777777,1.0
23,"('tomato', 20)",0.9405333333333333,0.9777777777777777,1.0
24,"('tomato', 17)",0.9389333333333333,0.9777777777777777,1.0
25,"('tomato', 12)",0.9316444444444444,0.9777777777777777,1.0
26,"('tomato', 13)",0.9314666666666668,0.9777777777777777,1.0
27,"('tomato', 11)",0.9102222222222223,0.9777777777777777,1.0
28,"('tomato', 10)",0.8695111111111111,0.9777777777777777,1.0
29,"('tomato', 8)",0.8691555555555556,0.9777777777777777,1.0
30,"('tomato', 9)",0.8688,0.9777777777777777,1.0
